unit,status,no_rooms,no_bath,area(ftsq),id
#219,"Off-Market on 03/13/2017 at $4,050",3 beds,1 bath,,785884
#306,"Off-Market on 12/26/2017 at $3,595",1 bed,1 bath,800 ftsq,785884
#309,"Off-Market on 11/01/2018 at $4,230",3 beds,1 bath,,785884
#311,"Off-Market on 06/08/2018 at $3,310",2 beds,1 bath,,785884
#312,"Off-Market on 12/14/2012 at $3,400",2 beds,1 bath,,785884
#314,"Off-Market on 08/02/2017 at $4,500",3 beds,1 bath,,785884
#315,"Off-Market on 08/03/2017 at $4,450",3 beds,1 bath,,785884
#316,"Off-Market on 01/15/2018 at $4,100",2 beds,1 bath,,785884
#317,Off-Market,,,,785884
#319,"Off-Market on 07/12/2018 at $4,395",3 beds,1 bath,,785884
#401,"Off-Market on 08/09/2018 at $3,820",2 beds,1 bath,,785884
#402,"Off-Market on 04/26/2017 at $3,420",2 beds,1 bath,,785884
#406,"Off-Market on 04/25/2018 at $3,599",2 beds,1.5 baths,,785884
#408,"Off-Market on 05/02/2017 at $4,250",2 beds,1 bath,,785884
#412,"Off-Market on 10/14/2016 at $4,280",3 beds,1 bath,652 ftsq,785884
#414,"Off-Market on 06/05/2018 at $4,465",3 beds,1 bath,,785884
#415,"Off-Market on 11/08/2016 at $4,390",2 beds,1 bath,,785884
#416,"Off-Market on 10/19/2016 at $4,350",3 beds,1 bath,,785884
#417,"Off-Market on 08/02/2017 at $4,450",3 beds,1 bath,,785884
#419,"Off-Market on 08/07/2018 at $4,180",3 beds,1.5 baths,,785884
#444,"Off-Market on 10/01/2015 at $4,000",3 beds,1 bath,,785884
#501,"Off-Market on 08/13/2010 at $2,960",1 bed,1 bath,,785884
#502,"Off-Market on 04/27/2017 at $3,420",2 beds,1 bath,775 ftsq,785884
#505,"Off-Market on 10/14/2016 at $4,350",3 beds,1 bath,,785884
#506,"Off-Market on 07/28/2017 at $3,590",2 beds,1 bath,,785884
#510,"Off-Market on 06/05/2018 at $4,150",3 beds,1 bath,,785884
#511,"Off-Market on 07/25/2017 at $3,250",2 beds,1 bath,,785884
#512,Off-Market,,,695 ftsq,785884
#514,"Off-Market on 08/03/2018 at $4,695",3 beds,1.5 baths,,785884
#517,Off-Market,,,,785884
#518,"Off-Market on 06/28/2017 at $4,400",3 beds,1 bath,,785884
#519,"Off-Market on 11/03/2017 at $4,240",3 beds,1 bath,,785884
#601,"Off-Market on 10/26/2017 at $3,680",2 beds,1 bath,,785884
#602,"Off-Market on 02/22/2018 at $3,420",2 beds,1 bath,,785884
#603,"Off-Market on 03/12/2018 at $2,690",1 bed,1 bath,,785884
#604,"Off-Market on 05/25/2017 at $6,250",3 beds,2 baths,,785884
#607,"Off-Market on 05/14/2018 at $5,745",3 beds,2 baths,,785884
#609,"Off-Market on 09/14/2018 at $4,530",3 beds,1 bath,,785884
#611,"Off-Market on 07/18/2017 at $3,200",1 bed,1 bath,,785884
#612,"Off-Market on 04/15/2014 at $5,175",3 beds,1 bath,,785884
#618,"Off-Market on 06/28/2017 at $6,400",3 beds,2 baths,,785884
#618,Off-Market,,,,785884
#618,Off-Market,,,,785884
#618,Off-Market,,,,785884
#618,Off-Market,,,,785884
#618,Off-Market,,,,785884
#618,Off-Market,,,,785884
#618,Off-Market,,,,785884
#618,Off-Market,,,,785884
#619,"Off-Market on 05/24/2017 at $6,000",3 beds,1 bath,950 ftsq,785884
#702,"Off-Market on 12/18/2011 at $5,100",2 beds,1 bath,900 ftsq,785884
#703,Off-Market,,,,785884
#711,"Off-Market on 06/14/2014 at $3,150",1 bed,1 bath,,785884
#714,"Off-Market on 05/16/2018 at $6,075",3 beds,1 bath,,785884
#715,"Off-Market on 04/18/2017 at $5,850",3 beds,2 baths,,785884
NA_17825,Off-Market,,,,785884
NA_114905,Off-Market,,,,785884
#0,Off-Market,,,,780866
#1S,"Off-Market on 01/11/2016 at $13,000",1 bed,1 bath,"1,800 ftsq",780866
#2W,"Sold on 10/28/2016 for $2,800,000",2 beds,2 baths,,780866
#3E,Off-Market,,,,780866
#3W,"Sold on 12/22/2008 for $1,730,000",2 beds,1 bath,"1,800 ftsq",780866
#4E,"Listed for rent at $9,500",2 beds,2 baths,"1,700 ftsq",780866
#4W,Off-Market,,,,780866
#5,"Off-Market on 03/27/2009 at $7,650",2 beds,2 baths,,780866
#5E,Off-Market,,,,780866
#5W,Off-Market,,,,780866
#6E,Off-Market,,,,780866
#6W,"Sold on 11/02/2006 for $1,500,000",3 beds,2 baths,"1,800 ftsq",780866
#7,Off-Market,,,,780866
#7E,Off-Market,,,,780866
#7W,"Sold on 08/01/2013 for $3,800,000",,,,780866
#PH7W,"Sold on 11/01/2018 for $5,295,000",3 beds,2 baths,"2,000 ftsq",780866
#2,"Off-Market on 04/13/2018 at $4,200",2 beds,1 bath,700 ftsq,785938
#3,"Off-Market on 05/23/2012 at $3,150",1 bed,1 bath,700 ftsq,785938
#4,"Off-Market on 05/12/2018 at $3,595",1 bed,1 bath,,785938
#1-2,"Off-Market on 07/09/2015 at $1,595,000",4 beds,3 baths,"3,284 ftsq",74870
#1/2,Off-Market,,,"3,240 ftsq",74870
#,"Off-Market on 05/15/2012 at $2,495",1 bed,1 bath,,785709
#2,"Off-Market on 05/26/2015 at $3,500",2 beds,1 bath,,785709
#2A,"Off-Market on 08/26/2017 at $2,500",1 bed,1 bath,550 ftsq,785709
#2AA,Off-Market,,,,785709
#2B,"Off-Market on 08/14/2018 at $3,500",2 beds,1 bath,800 ftsq,785709
#2AAA,"Off-Market on 04/10/2012 at $2,495",1 bed,1 bath,,785709
#2C,"Off-Market on 06/20/2016 at $3,995",2 beds,1 bath,,785709
#A7,"Off-Market on 11/27/2017 at $2,800",1 bed,1 bath,,785709
#3A,"Off-Market on 07/01/2014 at $2,500",studio,1 bath,,785709
#3AA,"Off-Market on 04/10/2012 at $2,495",1 bed,1 bath,,785709
#3B,"Off-Market on 07/09/2018 at $3,650",2 beds,1 bath,750 ftsq,785709
#3C,"Off-Market on 08/06/2018 at $3,500",2 beds,1 bath,750 ftsq,785709
#3D,"Off-Market on 02/12/2018 at $2,600",1 bed,1 bath,550 ftsq,785709
#4B,"Off-Market on 05/23/2017 at $3,400",2 beds,1 bath,,785709
#4C,"Off-Market on 07/25/2018 at $3,700",2 beds,1 bath,700 ftsq,785709
#4BB,"Off-Market on 12/04/2015 at $3,295",2 beds,1 bath,800 ftsq,785709
#4D,"Off-Market on 07/24/2018 at $2,650",1 bed,1 bath,550 ftsq,785709
#4CC,"Off-Market on 06/03/2013 at $3,275",2 beds,1 bath,,785709
#4K,"Off-Market on 06/03/2013 at $3,270",2 beds,1 bath,,785709
#5A,"Off-Market on 07/20/2011 at $2,275",1 bed,1 bath,,785709
#5B,"Off-Market on 08/21/2017 at $3,500",1 bed,1 bath,750 ftsq,785709
#5C,"Off-Market on 08/03/2012 at $2,950",2 beds,1 bath,,785709
#5D,"Off-Market on 07/10/2016 at $2,500",1 bed,1 bath,,785709
#5G,"Off-Market on 02/22/2010 at $3,750",3 beds,2 baths,,785709
#5DD,Off-Market,,,,785709
#5CX,"Off-Market on 09/13/2013 at $3,195",2 beds,1 bath,,785709
#6A,"Off-Market on 05/11/2016 at $2,795",1 bed,1 bath,,785709
#6B,"Off-Market on 03/23/2018 at $3,600",2 beds,1 bath,700 ftsq,785709
#6C,"Off-Market on 08/23/2018 at $3,750",2 beds,1 bath,750 ftsq,785709
#6D,"Off-Market on 05/02/2017 at $2,500",1 bed,1 bath,,785709
#7A,"Off-Market on 11/07/2017 at $2,450",1 bed,1 bath,650 ftsq,785709
#7B,"Listed for rent at $4,888",2 beds,1 bath,900 ftsq,785709
#7C,"Off-Market on 01/25/2010 at $3,800",2 beds,1 bath,850 ftsq,785709
#30B,"Off-Market on 09/22/2013 at $3,150",2 beds,1 bath,,785709
#3-2,"Off-Market on 09/22/2013 at $3,150",2 beds,1 bath,,785709
#VAR1,"Off-Market on 04/10/2012 at $2,850",1 bed,1 bath,,785709
#42BR,"Off-Market on 06/18/2013 at $3,195",2 beds,1 bath,,785709
#60A,"Off-Market on 09/27/2013 at $2,425",1 bed,1 bath,,785709
#100,Off-Market,,,,785709
#PHA,"Off-Market on 08/11/2017 at $2,700",1 bed,1 bath,,785709
#PHB,"Off-Market on 10/23/2018 at $5,200",2 beds,1 bath,"1,000 ftsq",785709
#PHC,"Off-Market on 02/16/2010 at $3,400",2 beds,1 bath,,785709
#PHD,"Off-Market on 05/01/2015 at $2,695",1 bed,1 bath,,785709
#PH2,"Off-Market on 10/11/2016 at $4,995",2 beds,1 bath,,785709
PH-ALPHA,"Off-Market on 07/18/2013 at $2,395",1 bed,1 bath,,785709
#0,"Off-Market on  at $2,600",1 bed,1 bath,700 ftsq,775827
#1,Off-Market,,,,775827
#1BR,"Off-Market on 11/10/2009 at $599,000",1 bed,1 bath,,775827
1-BEDROOM,Off-Market,,,,775827
#2,Off-Market,,,"1,100 ftsq",775827
#3,"Off-Market on 09/24/2010 at $2,500",studio,1 bath,600 ftsq,775827
#3A,Off-Market,,,,775827
#6,"Off-Market on 05/24/2010 at $2,395",studio,1 bath,660 ftsq,775827
#8,"Off-Market on 06/04/2013 at $3,000",2 beds,1 bath,760 ftsq,775827
#8C,Off-Market,,,,775827
#8C,Off-Market,,,,775827
#9T,"Off-Market on 10/29/2011 at $2,900",1 bed,1 bath,768 ftsq,775827
#11,"Off-Market on 07/30/2014 at $2,450",studio,1 bath,515 ftsq,775827
#12C,"Off-Market on 04/24/2010 at $2,295",studio,1 bath,700 ftsq,775827
#18A,"Off-Market on 07/29/2013 at $2,600",studio,1 bath,,775827
#20,"Off-Market on 06/19/2010 at $2,395",studio,1 bath,550 ftsq,775827
#23N,Off-Market,,,"1,000 ftsq",775827
#CU,"Sold on 08/04/2014 for $4,362,000",,,,775827
#CU2,Off-Market,,,,775827
#28,"Off-Market on 09/20/2010 at $575,000",studio,1 bath,,775827
#VAE450,Off-Market,,,,775827
#30,"Off-Market on 12/24/2010 at $4,400",1 bed,1 bath,700 ftsq,775827
#37,"Off-Market on 09/18/2008 at $14,000",3 beds,3 baths,,775827
APT-725,Off-Market,1 bed,1 bath,845 ftsq,775827
#STU,"Off-Market on 11/10/2009 at $419,000",studio,1 bath,,775827
#81,"Off-Market on 10/29/2013 at $3,195",1 bed,1 bath,737 ftsq,775827
#88,Off-Market,,,720 ftsq,775827
NEW-YORK-NY,"Off-Market on 12/02/2009 at $665,000",2 beds,2 baths,"1,600 ftsq",775827
NEW-YORK-NY-,"Off-Market on 12/22/2009 at $1,095,000",2 beds,2 baths,800 ftsq,775827
PENTHOUSES,"Off-Market on 11/17/2015 at $4,200,000",3 beds,3 baths,,775827
#301,"Sold on 12/09/2018 for $600,000",1 bed,1 bath,656 ftsq,775827
#302,"Off-Market on 07/18/2017 at $3,400",studio,1 bath,733 ftsq,775827
#303,"Off-Market on 06/01/2018 at $2,700",studio,1 bath,625 ftsq,775827
#304,"Off-Market on 05/07/2018 at $4,800",2 beds,2 baths,"1,213 ftsq",775827
#305,"Sold on 03/17/2016 for $600,000",studio,1 bath,577 ftsq,775827
#306,"Sold on 03/23/2017 for $610,000",studio,1 bath,620 ftsq,775827
#307,"Off-Market on 06/21/2016 at $3,500",1 bed,1 bath,732 ftsq,775827
#308,"Sold on 12/22/2009 for $641,497",1 bed,1 bath,778 ftsq,775827
#309,"Off-Market on 05/22/2017 at $4,995",2 beds,2 baths,"1,122 ftsq",775827
#310,"Sold on 07/02/2009 for $425,000",,,,775827
#311,"Sold on 06/15/2010 for $412,000",studio,1 bath,515 ftsq,775827
#312,"Off-Market on 06/14/2018 at $2,550",studio,1 bath,569 ftsq,775827
#313,"Sold on 06/06/2011 for $500,000",studio,1 bath,627 ftsq,775827
#314,"Off-Market on 06/08/2018 at $2,850",studio,1 bath,737 ftsq,775827
#315,"Off-Market on 03/09/2015 at $2,300",1 bed,1 bath,,775827
#316,"Off-Market on 09/03/2015 at $3,200",1 bed,1 bath,608 ftsq,775827
#317,"Off-Market on 04/03/2015 at $2,800",1 bed,1 bath,600 ftsq,775827
#318,"Sold on 03/26/2008 for $1,411,747",,,,775827
#320,"Off-Market on 07/12/2018 at $2,450",studio,1 bath,508 ftsq,775827
#321,"Off-Market on 06/18/2018 at $2,949",studio,1 bath,651 ftsq,775827
#322,"Off-Market on 02/01/2017 at $2,800",1 bed,1 bath,703 ftsq,775827
#323,"Listed for rent at $3,100",1 bed,1 bath,605 ftsq,775827
#324,"Listed for sale at $595,000",studio,1 bath,606 ftsq,775827
#325,"Off-Market on 10/05/2016 at $3,200",1 bed,1 bath,845 ftsq,775827
#326,"Sold on 06/30/2010 for $480,000",,,,775827
#327,"Sold on 06/25/2018 for $625,000",studio,1 bath,532 ftsq,775827
#328,Sold on 02/11/2016 for $0,,,,775827
#329,"Off-Market on 06/05/2018 at $3,100",studio,1 bath,618 ftsq,775827
#401,"Sold on 03/29/2018 for $620,000",studio,1 bath,656 ftsq,775827
#402,"Sold on 12/09/2009 for $595,000",,,,775827
#403,"Off-Market on 06/13/2017 at $699,000",studio,1 bath,625 ftsq,775827
#404,"Off-Market on 04/27/2016 at $639,000",studio,1 bath,577 ftsq,775827
#405,"Sold on 08/25/2016 for $620,000",studio,1 bath,577 ftsq,775827
#406,"Sold on 04/23/2010 for $520,000",studio,1 bath,620 ftsq,775827
#407,"Sold on 11/09/2010 for $595,000",1 bed,1 bath,732 ftsq,775827
#408,"Off-Market on 05/26/2016 at $3,250",1 bed,1 bath,780 ftsq,775827
#409,"Sold on 06/25/2014 for $2,050,000",,,,775827
#410,"Sold on 06/25/2014 for $2,050,000",,,,775827
#411,"Off-Market on 06/22/2017 at $2,650",studio,1 bath,,775827
#412,"Sold on 05/03/2016 for $569,000",studio,1 bath,518 ftsq,775827
#413,"Sold on 05/12/2011 for $507,000",studio,,627 ftsq,775827
#414,"Off-Market on 06/17/2014 at $3,000",1 bed,1 bath,737 ftsq,775827
#415,"Off-Market on 01/27/2014 at $2,400",studio,1 bath,,775827
#416,"Listed for sale at $679,000",1 bed,1 bath,608 ftsq,775827
#416,Off-Market,1 bed,1 bath,608 ftsq,775827
#417,"Listed for sale at $775,000",1 bed,1 bath,591 ftsq,775827
#419,"Sold on 04/24/2010 for $499,000",studio,1 bath,572 ftsq,775827
#420,"Off-Market on 07/23/2018 at $2,795",studio,1 bath,514 ftsq,775827
#420F,"Off-Market on 04/19/2016 at $2,700",studio,1 bath,514 ftsq,775827
#421,"Off-Market on 03/19/2017 at $2,500",studio,1 bath,552 ftsq,775827
#422,"Off-Market on 08/09/2016 at $3,100",1 bed,1 bath,764 ftsq,775827
#423,"Off-Market on 04/17/2012 at $2,450",1 bed,1 bath,605 ftsq,775827
#424,"Sold on 03/21/2014 for $665,000",studio,1 bath,606 ftsq,775827
#425,"Off-Market on 11/02/2018 at $3,600",1 bed,1 bath,845 ftsq,775827
#426,"Off-Market on 06/23/2017 at $2,650",studio,1 bath,600 ftsq,775827
#427,"Off-Market on 09/28/2018 at $2,745",studio,1 bath,532 ftsq,775827
#428,"Off-Market on 12/18/2017 at $2,495",studio,1 bath,569 ftsq,775827
#429,"Off-Market on 07/18/2018 at $2,900",1 bed,1 bath,618 ftsq,775827
#501,"Listed for sale at $615,000",studio,1 bath,656 ftsq,775827
#502,"Off-Market on 01/20/2017 at $2,990",1 bed,1 bath,733 ftsq,775827
#503,"Off-Market on 03/03/2014 at $2,500",1 bed,1 bath,,775827
#504,"Sold on 10/25/2010 for $975,000",2 beds,2 baths,"1,213 ftsq",775827
#505,"Off-Market on 09/02/2011 at $2,200",studio,1 bath,574 ftsq,775827
#506,"Sold on 01/25/2017 for $680,000",studio,1 bath,620 ftsq,775827
#507,"Off-Market on 09/29/2018 at $3,200",1 bed,1 bath,732 ftsq,775827
#508,Sold on 01/05/2015 for $0,1 bed,1 bath,778 ftsq,775827
#509,"Off-Market on 05/29/2013 at $4,180",2 beds,2 baths,"1,122 ftsq",775827
#510,"Off-Market on 03/16/2018 at $2,600",studio,1 bath,535 ftsq,775827
#511,"Off-Market on 07/18/2017 at $2,500",studio,1 bath,515 ftsq,775827
#512,"Sold on 09/03/2015 for $575,000",studio,1 bath,,775827
#513,"Off-Market on 02/01/2013 at $2,150",studio,1 bath,627 ftsq,775827
#514,"Off-Market on 06/15/2018 at $2,900",studio,1 bath,737 ftsq,775827
#515,"Off-Market on 08/10/2015 at $2,295",studio,1 bath,550 ftsq,775827
#516,"Sold on 10/11/2011 for $525,000",1 bed,1 bath,615 ftsq,775827
#517,"Sold on 11/07/2017 for $722,000",1 bed,1 bath,591 ftsq,775827
#518,"Off-Market on 11/03/2017 at $3,495",1 bed,1 bath,785 ftsq,775827
#519,"Sold on 06/16/2010 for $471,510",,,,775827
#520,"Off-Market on 08/15/2017 at $2,700",studio,1 bath,552 ftsq,775827
#521,"Sold on 09/28/2010 for $538,000",,,,775827
#522,"Sold on 08/09/2010 for $580,000",1 bed,1 bath,718 ftsq,775827
#523,"Sold on 06/03/2015 for $655,000",1 bed,1 bath,605 ftsq,775827
#524,"Sold on 09/01/2015 for $655,500",1 bed,1 bath,616 ftsq,775827
#525,Sold on 08/02/2016 for $0,1 bed,1 bath,845 ftsq,775827
#526,"Off-Market on 05/25/2017 at $2,546",studio,1 bath,600 ftsq,775827
#527,"Off-Market on 07/21/2017 at $2,300",studio,1 bath,532 ftsq,775827
#528,"Sold on 08/21/2015 for $582,000",studio,1 bath,569 ftsq,775827
#529,"Off-Market on 10/18/2017 at $2,750",studio,1 bath,,775827
#601,"Sold on 08/27/2007 for $616,041",,,,775827
#602,"Off-Market on 11/13/2012 at $749,000",1 bed,1 bath,735 ftsq,775827
#603,"Off-Market on 11/07/2018 at $680,000",1 bed,1 bath,625 ftsq,775827
#604,"Sold on 06/02/2015 for $1,375,000",2 beds,2 baths,"1,213 ftsq",775827
#605,"Off-Market on 01/27/2016 at $2,700",studio,1 bath,577 ftsq,775827
#606,"Sold on 04/28/2017 for $725,000",studio,1 bath,600 ftsq,775827
#607,"Off-Market on 02/12/2017 at $3,350",1 bed,1 bath,732 ftsq,775827
#608,"Sold on 03/15/2016 for $950,000",1 bed,1 bath,778 ftsq,775827
#609,"Off-Market on 11/15/2017 at $5,750",2 beds,2 baths,"1,122 ftsq",775827
#610,"Sold on 09/20/2017 for $565,000",studio,1 bath,530 ftsq,775827
#611,"Off-Market on 05/30/2016 at $2,995",studio,1 bath,,775827
#612,"Off-Market on 04/19/2016 at $2,500",studio,1 bath,518 ftsq,775827
#613,"Off-Market on 10/30/2018 at $625,000",1 bed,1 bath,627 ftsq,775827
#613A,Off-Market,1 bed,1 bath,627 ftsq,775827
#614,"Off-Market on 05/14/2015 at $3,100",studio,1 bath,737 ftsq,775827
#615,"Listed for rent at $2,750",studio,1 bath,530 ftsq,775827
#617,Sold on 05/18/2016 for $0,1 bed,1 bath,591 ftsq,775827
#618,"Sold on 09/12/2007 for $804,417",,,,775827
#619,"Off-Market on 12/15/2018 at $628,000",studio,1 bath,577 ftsq,775827
#620,"Off-Market on 12/15/2018 at $628,000",studio,1 bath,552 ftsq,775827
#621,"Off-Market on 12/23/2018 at $769,000",studio,1 bath,671 ftsq,775827
#622,"Listed for sale at $799,000",1 bed,1 bath,718 ftsq,775827
#623,"Sold on 01/29/2015 for $750,100",studio,1 bath,605 ftsq,775827
#624,"Sold on 10/15/2007 for $682,227",,,,775827
#625,Sold on 08/02/2016 for $0,1 bed,1 bath,845 ftsq,775827
#626,Sold on 02/10/2017 for $0,studio,1 bath,600 ftsq,775827
#627,"Off-Market on 09/04/2017 at $2,800",studio,1 bath,550 ftsq,775827
#629,"Off-Market on 12/03/2014 at $735,000",1 bed,1 bath,,775827
#701,"Sold on 07/18/2013 for $620,000",1 bed,1 bath,656 ftsq,775827
#702,"Sold on 08/26/2013 for $742,500",1 bed,1 bath,732 ftsq,775827
#703,"Off-Market on 02/07/2018 at $2,950",studio,1 bath,625 ftsq,775827
#704,"Off-Market on 12/09/2010 at $6,700",2 beds,2 baths,"1,213 ftsq",775827
#705,Sold on 02/03/2012 for $0,studio,1 bath,577 ftsq,775827
#706,"Off-Market on 08/01/2018 at $3,195",1 bed,1 bath,620 ftsq,775827
#707,"Sold on 03/30/2012 for $720,000",1 bed,1 bath,732 ftsq,775827
#708,"Sold on 01/26/2017 for $955,000",1 bed,1 bath,778 ftsq,775827
#709,"Sold on 12/18/2017 for $1,500,000",2 beds,2 baths,"1,122 ftsq",775827
#710,"Off-Market on 07/11/2016 at $2,849",studio,1 bath,600 ftsq,775827
#711,"Off-Market on 03/31/2017 at $2,795",studio,1 bath,515 ftsq,775827
#712,"Off-Market on 02/26/2014 at $2,549",studio,1 bath,518 ftsq,775827
#713,"Off-Market on 04/03/2018 at $3,000",studio,1 bath,627 ftsq,775827
#714,"Sold on 08/02/2018 for $760,000",studio,1 bath,737 ftsq,775827
#715,"Sold on 04/19/2017 for $600,000",studio,1 bath,530 ftsq,775827
#716,"Listed for rent at $3,800",1 bed,1 bath,608 ftsq,775827
#717,"Off-Market on 06/12/2015 at $3,495",1 bed,1 bath,,775827
#718,"Sold on 09/20/2007 for $809,508",,,,775827
#719,"Off-Market on 05/11/2018 at $695,000",2 beds,1 bath,577 ftsq,775827
#720,"Off-Market on 08/17/2018 at $2,650",studio,1 bath,552 ftsq,775827
#721,"Sold on 11/29/2016 for $630,000",1 bed,1 bath,700 ftsq,775827
#722,"Sold on 09/07/2007 for $717,866",,,,775827
#723,"Sold on 12/12/2016 for $700,000",studio,1 bath,605 ftsq,775827
#724,"Sold on 09/04/2007 for $687,318",,,,775827
#725,"Listed for sale at $858,000",1 bed,1 bath,845 ftsq,775827
#726,"Sold on 11/17/2014 for $621,000",studio,1 bath,600 ftsq,775827
#727,"Sold on 09/26/2013 for $534,000",studio,1 bath,532 ftsq,775827
#728,"Off-Market on 11/27/2018 at $2,690",studio,1 bath,569 ftsq,775827
#729,Sold on 10/10/2017 for $0,studio,1 bath,,775827
#801,"Off-Market on 05/07/2018 at $2,995",studio,1 bath,656 ftsq,775827
#802,"Off-Market on 04/09/2012 at $4,350",1 bed,1 bath,778 ftsq,775827
#803,"Sold on 01/14/2010 for $520,000",,,,775827
#804,Sold on 05/16/2018 for $0,2 beds,2 baths,"1,213 ftsq",775827
#805,"Sold on 09/01/2017 for $690,000",studio,1 bath,,775827
#806,"Sold on 11/01/2017 for $725,000",studio,1 bath,620 ftsq,775827
#807,"Off-Market on 12/01/2012 at $785,000",1 bed,1 bath,732 ftsq,775827
#808,"Off-Market on 10/06/2017 at $3,495",1 bed,1 bath,778 ftsq,775827
#809,"Off-Market on 08/16/2017 at $1,595,000",2 beds,2 baths,"1,122 ftsq",775827
#810,"Off-Market on 06/29/2018 at $2,800",studio,1 bath,530 ftsq,775827
#811,"Off-Market on 10/27/2012 at $2,995",1 bed,1 bath,737 ftsq,775827
#812,"Off-Market on 07/23/2013 at $2,650",studio,1 bath,520 ftsq,775827
#813,"Off-Market on 08/08/2012 at $2,600",studio,1 bath,624 ftsq,775827
#814,"Off-Market on 11/13/2015 at $3,150",1 bed,1 bath,737 ftsq,775827
#815,"Sold on 01/12/2015 for $560,000",studio,1 bath,,775827
#816,Sold on 11/25/2013 for $0,,,,775827
#817,"Sold on 04/06/2016 for $755,000",1 bed,1 bath,,775827
#818,"Sold on 06/02/2008 for $824,782",,,,775827
#819,"Sold on 06/03/2008 for $605,858",,,,775827
#820,"Off-Market on 07/24/2018 at $2,800",studio,1 bath,552 ftsq,775827
#821,"Off-Market on 08/14/2016 at $3,200",studio,1 bath,671 ftsq,775827
#822,"Off-Market on 10/15/2018 at $3,295",1 bed,1 bath,718 ftsq,775827
#823,Sold on 07/18/2016 for $0,studio,1 bath,605 ftsq,775827
#824,"Sold on 06/17/2014 for $514,000",studio,1 bath,606 ftsq,775827
#825,"Off-Market on 06/01/2017 at $3,575",1 bed,1 bath,805 ftsq,775827
#826,"Off-Market on 05/07/2018 at $2,895",studio,1 bath,600 ftsq,775827
#827,"Off-Market on 07/30/2018 at $750,000",studio,1 bath,532 ftsq,775827
#828,"Off-Market on 11/29/2018 at $2,750",studio,1 bath,569 ftsq,775827
#829,"Off-Market on 10/21/2018 at $699,000",studio,1 bath,618 ftsq,775827
#900,"Off-Market on 05/19/2013 at $2,795",studio,1 bath,755 ftsq,775827
#901,"Off-Market on 10/18/2018 at $2,900",studio,1 bath,656 ftsq,775827
#902,"Sold on 05/26/2016 for $655,000",studio,1 bath,542 ftsq,775827
#903,"Off-Market on 08/04/2017 at $949,000",1 bed,1 bath,816 ftsq,775827
#904,"Sold on 11/14/2013 for $1,295,000",2 beds,2 baths,"1,213 ftsq",775827
#905,"Off-Market on 09/17/2017 at $2,680",studio,1 bath,577 ftsq,775827
#906,"Off-Market on 07/18/2017 at $3,050",1 bed,1 bath,620 ftsq,775827
#907,"Off-Market on 09/07/2018 at $4,050",1 bed,1 bath,732 ftsq,775827
#908,"Sold on 07/26/2018 for $950,000",1 bed,1 bath,778 ftsq,775827
#909,"Sold on 06/08/2017 for $1,650,000",2 beds,2 baths,"1,122 ftsq",775827
#910,Sold on 05/02/2011 for $0,,,,775827
#911,"Off-Market on 07/05/2018 at $3,200",studio,1 bath,515 ftsq,775827
#912,"Off-Market on 07/18/2017 at $2,700",studio,1 bath,518 ftsq,775827
#912A,"Off-Market on 03/16/2016 at $2,700",studio,1 bath,518 ftsq,775827
#913,"Off-Market on 08/20/2018 at $748,000",studio,1 bath,627 ftsq,775827
#914,"Off-Market on 06/16/2012 at $3,200",1 bed,1 bath,,775827
#915,"Off-Market on 08/04/2016 at $3,300",1 bed,1 bath,694 ftsq,775827
#916,"Off-Market on 08/22/2013 at $3,595",1 bed,1 bath,656 ftsq,775827
#917,"Listed for sale at $950,000",1 bed,1 bath,883 ftsq,775827
#918,"Off-Market on 08/23/2016 at $3,995",1 bed,1 bath,881 ftsq,775827
#919,Sold on 12/21/2016 for $0,studio,1 bath,653 ftsq,775827
#920,"Off-Market on 05/03/2017 at $3,495",1 bed,1 bath,760 ftsq,775827
#921,"Sold on 10/27/2009 for $500,000",studio,1 bath,543 ftsq,775827
#922,Sold on 11/19/2015 for $0,studio,1 bath,550 ftsq,775827
#923,"Off-Market on 11/27/2018 at $925,000",1 bed,1 bath,804 ftsq,775827
#924,"Off-Market on 08/21/2018 at $3,595",1 bed,1 bath,645 ftsq,775827
#925,Sold on 01/18/2013 for $0,studio,1 bath,,775827
#926,"Off-Market on 08/23/2018 at $2,800",studio,1 bath,572 ftsq,775827
#927,Sold on 03/03/2015 for $0,,,,775827
NA_1487,Off-Market,,,,775827
NA_2646,Off-Market,,,,775827
#1001,"Off-Market on 03/30/2015 at $2,888",studio,1 bath,656 ftsq,775827
#1002,"Sold on 04/28/2017 for $725,000",studio,1 bath,542 ftsq,775827
