unit,status,no_rooms,no_bath,area(ftsq),id,units,stories,zip,age,Co-op,Condo,Rental Building,Single-Family Home,Doorman,Full-time Doorman,Elevator,Part-time Doorman,Cats and Dogs Allowed,Cats Only - No Dogs,Pets Allowed,ZIPCODE,SCORE
6296,#3D,1150000.0,1.0,2.0,700,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6297,#3D,1150000.0,1.0,2.0,700,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6298,#4A,3200.0,1.0,1.0,600,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6299,#4A,3200.0,1.0,1.0,600,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6300,#4B,5500.0,1.0,1.0,640,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6301,#4B,5500.0,1.0,1.0,640,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6302,#4C,5500.0,1.0,1.0,1042,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6303,#4C,5500.0,1.0,1.0,1042,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6304,#4F,4500.0,1.0,1.0,800,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6305,#4F,4500.0,1.0,1.0,800,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6306,#5A,1660000.0,1.0,1.0,600,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6307,#5A,1660000.0,1.0,1.0,600,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6308,#5C,599000.0,1.0,1.0,1450,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6309,#5C,599000.0,1.0,1.0,1450,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6310,#5D,1895000.0,2.0,2.0,1605,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6311,#5D,1895000.0,2.0,2.0,1605,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6312,#5CD,2295000.0,3.0,3.0,1905,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6313,#5CD,2295000.0,3.0,3.0,1905,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6314,#6B,3300.0,1.0,1.0,630,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6315,#6B,3300.0,1.0,1.0,630,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6316,#6C,2000.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6317,#6C,2000.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6318,#6F,2100.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6319,#6F,2100.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6320,#7B,3650.0,1.0,1.0,650,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6321,#7B,3650.0,1.0,1.0,650,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6322,#7D,3400.0,1.0,1.0,800,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6323,#7D,3400.0,1.0,1.0,800,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6324,#7F,585000.0,0.0,1.0,550,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6325,#7F,585000.0,0.0,1.0,550,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6326,#8A,950000.0,1.0,1.0,600,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6327,#8A,950000.0,1.0,1.0,600,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6328,#8B,850000.0,1.0,1.0,700,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6329,#8B,850000.0,1.0,1.0,700,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6330,#8F,2500.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6331,#8F,2500.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6332,#8G,6100.0,2.0,2.0,1100,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6333,#8G,6100.0,2.0,2.0,1100,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6334,#9C,2350.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6335,#9C,2350.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6336,#9D,2350.0,1.0,1.0,454,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6337,#9D,2350.0,1.0,1.0,454,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6338,#9E,3400.0,1.0,1.0,484,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6339,#9E,3400.0,1.0,1.0,484,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6340,#9F,1750000.0,1.0,2.0,1450,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6341,#9F,1750000.0,1.0,2.0,1450,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6342,#9FG,6500.0,2.0,2.0,1450,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6343,#9FG,6500.0,2.0,2.0,1450,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6344,#10G,6800.0,2.0,2.0,1100,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6345,#10G,6800.0,2.0,2.0,1100,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6346,#11D,3200.0,1.0,1.0,750,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6347,#11D,3200.0,1.0,1.0,750,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6348,#11E,3250.0,1.0,1.0,500,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6349,#11E,3250.0,1.0,1.0,500,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6350,#11G,5700.0,2.0,2.0,1100,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6351,#11G,5700.0,2.0,2.0,1100,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6352,#12A,585000.0,1.0,1.0,582,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6353,#12A,585000.0,1.0,1.0,582,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6354,#12C,2000.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6355,#12C,2000.0,0.0,1.0,400,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6356,#12D,3100.0,1.0,1.0,525,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6357,#12D,3100.0,1.0,1.0,525,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6358,#12E,3400.0,1.0,1.0,500,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6359,#12E,3400.0,1.0,1.0,500,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6360,#12F,680000.0,0.0,1.0,494,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6361,#12F,680000.0,0.0,1.0,494,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6362,#12G,5900.0,2.0,2.0,1100,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6363,#12G,5900.0,2.0,2.0,1100,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6364,#14B,1150000.0,1.0,1.0,650,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6365,#14B,1150000.0,1.0,1.0,650,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6366,#14C,2450.0,0.0,1.0,388,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6367,#14C,2450.0,0.0,1.0,388,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6368,#14D,3450.0,1.0,1.0,500,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6369,#14D,3450.0,1.0,1.0,500,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6370,#15A,2500.0,0.0,1.0,490,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6371,#15A,2500.0,0.0,1.0,490,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6372,#15F,3550.0,0.0,1.0,500,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6373,#15F,3550.0,0.0,1.0,500,786115,83.0,16.0,10009.0,91.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10009.0,20.329950495049506
6374,#S24,3450.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6375,#100,4895.0,2.0,2.0,1100,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6376,#102,3995.0,0.0,1.0,900,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6377,#104,4195.0,0.0,1.0,800,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6378,#106,3995.0,0.0,1.0,900,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6379,#108,3995.0,0.0,1.0,900,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6380,#110,3995.0,0.0,1.0,850,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6381,#200,3995.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6382,#202,6295.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6383,#203,3450.0,0.0,1.0,550,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6384,#204,5695.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6385,#206,3750.0,1.0,1.0,600,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6386,#209,3850.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6387,#213,3275.0,0.0,1.0,550,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6388,#216,5395.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6389,#217,3495.0,0.0,1.0,500,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6390,#219,3295.0,0.0,1.0,550,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6391,#225,6295.0,1.0,1.0,850,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6392,#227,5395.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6393,#235,3395.0,0.0,1.0,550,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6394,#300,4395.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6395,#303,5500.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6396,#306,3895.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6397,#310,3650.0,1.0,1.0,700,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6398,#314,3595.0,1.0,1.0,700,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6399,#315,3595.0,0.0,1.0,500,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6400,#317,3095.0,0.0,1.0,550,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6401,#318,6195.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6402,#322,4295.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6403,#324,3895.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6404,#401,3150.0,0.0,1.0,550,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6405,#403,3995.0,1.0,1.0,850,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6406,#405,2895.0,0.0,1.0,500,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6407,#406,4295.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6408,#410,3995.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6409,#411,4195.0,1.0,1.0,725,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6410,#414,3850.0,1.0,1.0,700,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6411,#418,4995.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6412,#419,3395.0,0.0,1.0,550,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6413,#423,4495.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6414,#424,3695.0,1.0,1.0,700,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6415,#431,3725.0,0.0,1.0,500,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6416,#433,3895.0,1.0,1.0,650,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6417,#435,5695.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6418,#501,3195.0,0.0,1.0,550,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6419,#502,5695.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6420,#508,3495.0,1.0,1.0,675,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6421,#509,4195.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6422,#510,3995.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6423,#512,3995.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6424,#515,3395.0,0.0,1.0,550,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6425,#516,6395.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6426,#518,5995.0,2.0,2.0,1000,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6427,#519,3295.0,0.0,1.0,500,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6428,#520,3995.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6429,#521,5495.0,1.0,1.0,800,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6430,#524,3895.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6431,#525,4995.0,1.0,1.0,900,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6432,#608,4295.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6433,#609,4395.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6434,#612,4595.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
6435,#614,4095.0,1.0,1.0,750,782841,291.0,15.0,10013.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10013.0,22.373751422430143
