,unit,status,no_rooms,no_bath,area(ftsq),id,date,price
2940,#219,"Off-Market,rent",studio,1 bath,597 ftsq,776583, 01/15/2018 ,3231.0
2941,#224,"Off-Market,rent",1 bed,1 bath,886 ftsq,776583, 02/21/2014 ,4232.0
2942,#302,"Off-Market,rent",studio,1 bath,,776583, 12/12/2016 ,2710.0
2943,#303,"Off-Market,rent",studio,1 bath,495 ftsq,776583, 09/19/2016 ,2966.0
2944,#304,"Off-Market,rent",studio,1 bath,818 ftsq,776583, 03/20/2014 ,3647.0
2945,#305,"Off-Market,rent",2 beds,1 bath,889 ftsq,776583, 09/25/2017 ,3944.0
2946,#306,"Off-Market,rent",1 bed,1 bath,674 ftsq,776583, 04/17/2018 ,3725.0
2947,#307,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 07/20/2017 ,6349.0
2948,#310,"Off-Market,rent",studio,1 bath,576 ftsq,776583, 10/10/2014 ,3045.0
2949,#311,"Off-Market,rent",2 beds,2 baths,"1,080 ftsq",776583, 08/05/2018 ,5880.0
2950,#313,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 11/06/2014 ,3116.0
2951,#314,"Off-Market,rent",studio,1 bath,694 ftsq,776583, 07/28/2015 ,3809.0
2952,#316,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 04/05/2018 ,2970.0
2953,#317,"Off-Market,rent",studio,1 bath,475 ftsq,776583, 07/07/2018 ,2820.0
2954,#318,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 07/25/2013 ,3387.0
2955,#319,"Off-Market,rent",studio,1 bath,472 ftsq,776583, 08/16/2016 ,2886.0
2956,#320,"Off-Market,sale",3 beds,2 baths,"3,000 ftsq",776583, 03/27/2012 ,15500.0
2957,#320A,"Off-Market,sale",3 beds,3 baths,"3,000 ftsq",776583, 06/09/2018 ,12000.0
2958,#324,"Off-Market,rent",studio,1 bath,825 ftsq,776583, 09/10/2018 ,3590.0
2959,#325,"Off-Market,rent",1 bed,1 bath,623 ftsq,776583, 07/26/2018 ,3290.0
2960,#401,"Off-Market,rent",studio,1 bath,551 ftsq,776583, 05/06/2016 ,2947.0
2961,#402,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 08/23/2016 ,2785.0
2962,#405,"Off-Market,rent",studio,1 bath,889 ftsq,776583, 03/20/2018 ,3650.0
2963,#407,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 12/02/2016 ,5599.0
2964,#408,"Off-Market,rent",studio,1 bath,591 ftsq,776583, 03/21/2014 ,3225.0
2965,#409,"Off-Market,rent",studio,1 bath,600 ftsq,776583, 07/29/2009 ,3300.0
2966,#410,"Off-Market,rent",studio,1 bath,576 ftsq,776583, 05/06/2016 ,3092.0
2967,#411,"Off-Market,rent",2 beds,1 bath,"1,080 ftsq",776583, 08/27/2014 ,5535.0
2968,#412,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 12/11/2018 ,4050.0
2969,#413,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 05/31/2017 ,3549.0
2970,#415,"Off-Market,rent",studio,1 bath,480 ftsq,776583, 12/12/2018 ,2974.0
2971,#416,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 07/07/2018 ,2920.0
2972,#417,"Off-Market,rent",studio,1 bath,475 ftsq,776583, 05/20/2013 ,3660.0
2973,#418,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 07/14/2018 ,2905.0
2974,#419,"Off-Market,rent",studio,1 bath,472 ftsq,776583, 07/16/2016 ,2790.0
2975,#420,"Off-Market,rent",studio,1 bath,473 ftsq,776583, 02/26/2016 ,2690.0
2976,#421,"Off-Market,rent",studio,1 bath,557 ftsq,776583, 05/29/2018 ,3296.0
2977,#422,"Off-Market,rent",1 bed,,950 ftsq,776583, 10/01/2011 ,4153.0
2978,#424,"Off-Market,rent",studio,1 bath,825 ftsq,776583, 05/01/2018 ,3490.0
2979,#425,"Off-Market,rent",studio,1 bath,625 ftsq,776583, 10/28/2016 ,2893.0
2980,#502,"Off-Market,rent",studio,1 bath,452 ftsq,776583, 03/28/2016 ,2785.0
2981,#503,"Off-Market,rent",studio,1 bath,495 ftsq,776583, 06/30/2017 ,2956.0
2982,#504,"Off-Market,rent",studio,1 bath,818 ftsq,776583, 04/16/2016 ,3734.0
2983,#505,"Off-Market,rent",studio,1 bath,889 ftsq,776583, 03/20/2018 ,3700.0
2984,#507,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 04/27/2016 ,5621.0
2985,#508,"Off-Market,rent",1 bed,1 bath,591 ftsq,776583, 08/16/2017 ,3348.0
2986,#510,"Off-Market,rent",studio,1 bath,576 ftsq,776583, 07/16/2016 ,3156.0
2987,#512,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 02/20/2015 ,3748.0
2988,#513,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 07/11/2018 ,3545.0
2989,#514,"Off-Market,rent",studio,1 bath,694 ftsq,776583, 06/05/2018 ,3690.0
2990,#515A,"Off-Market,rent",studio,1 bath,,776583, 12/14/2013 ,3450.0
2991,#517,"Off-Market,rent",studio,1 bath,475 ftsq,776583, 09/06/2016 ,2830.0
2992,#518,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 08/15/2017 ,2861.0
2993,#519,"Off-Market,rent",studio,1 bath,472 ftsq,776583, 05/17/2015 ,2899.0
2994,#520,"Off-Market,rent",studio,1 bath,473 ftsq,776583, 04/26/2018 ,2996.0
2995,#521,"Off-Market,rent",studio,1 bath,557 ftsq,776583, 05/29/2018 ,3098.0
2996,#523,"Off-Market,rent",1 bed,1 bath,818 ftsq,776583, 09/03/2017 ,3695.0
2997,#524,"Off-Market,rent",studio,1 bath,825 ftsq,776583, 02/05/2018 ,3470.0
2998,#525,"Off-Market,rent",studio,1 bath,623 ftsq,776583, 05/31/2018 ,3190.0
2999,#601,"Off-Market,rent",studio,1 bath,551 ftsq,776583, 10/20/2016 ,3254.0
3000,#602,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 05/05/2018 ,2805.0
3001,#603,"Off-Market,rent",studio,1 bath,495 ftsq,776583, 05/12/2018 ,2906.0
3002,#605,"Off-Market,rent",studio,1 bath,889 ftsq,776583, 04/05/2018 ,3700.0
3003,#606,"Off-Market,rent",1 bed,1 bath,674 ftsq,776583, 02/12/2014 ,3708.0
3004,#607,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 01/11/2018 ,5533.0
3005,#609,"Off-Market,rent",1 bed,1 bath,618 ftsq,776583, 06/08/2017 ,3354.0
3006,#611,"Off-Market,rent",2 beds,2 baths,"1,080 ftsq",776583, 09/15/2016 ,5679.0
3007,#612,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 02/22/2015 ,3688.0
3008,#613,"Off-Market,rent",studio,1 bath,678 ftsq,776583, 03/17/2016 ,3241.0
3009,#614,"Off-Market,rent",studio,1 bath,694 ftsq,776583, 09/10/2018 ,3871.0
3010,#616,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 06/03/2017 ,2857.0
3011,#617,"Off-Market,rent",studio,1 bath,475 ftsq,776583, 06/16/2018 ,2820.0
3012,#620,"Off-Market,rent",studio,1 bath,473 ftsq,776583, 06/10/2016 ,2764.0
3013,#621,"Off-Market,rent",studio,1 bath,557 ftsq,776583, 04/10/2015 ,3033.0
3014,#622,"Off-Market,rent",1 bed,1 bath,947 ftsq,776583, 10/05/2016 ,5154.0
3015,#624,"Off-Market,rent",studio,1 bath,825 ftsq,776583, 06/06/2018 ,3491.0
3016,#625,"Off-Market,rent",studio,1 bath,623 ftsq,776583, 01/06/2017 ,3213.0
3017,#701,"Off-Market,rent",studio,1 bath,551 ftsq,776583, 01/23/2018 ,3140.0
3018,#702,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 07/08/2017 ,2956.0
3019,#704,"Off-Market,rent",studio,1 bath,818 ftsq,776583, 08/01/2018 ,3936.0
3020,#706,"Off-Market,rent",studio,1 bath,674 ftsq,776583, 07/16/2016 ,3686.0
3021,#707,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 04/08/2017 ,5908.0
3022,#708,"Off-Market,rent",studio,1 bath,591 ftsq,776583, 05/22/2018 ,3190.0
3023,#709,"Off-Market,rent",studio,1 bath,618 ftsq,776583, 04/20/2017 ,3190.0
3024,#710,"Off-Market,rent",studio,1 bath,576 ftsq,776583, 05/01/2014 ,2945.0
3025,#711,"Off-Market,rent",2 beds,2 baths,"1,080 ftsq",776583, 10/31/2018 ,6090.0
3026,#712,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 08/09/2018 ,3985.0
3027,#713,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 03/22/2014 ,3200.0
3028,#718,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 05/27/2016 ,2913.0
3029,#719,"Off-Market,rent",studio,1 bath,472 ftsq,776583, 06/08/2015 ,2705.0
3030,#720,"Off-Market,rent",studio,1 bath,473 ftsq,776583, 05/10/2018 ,2941.0
3031,#721,"Off-Market,rent",studio,1 bath,557 ftsq,776583, 06/15/2016 ,3103.0
3032,#722,"Off-Market,rent",1 bed,1 bath,947 ftsq,776583, 02/29/2016 ,4447.0
3033,#724,"Off-Market,rent",studio,1 bath,825 ftsq,776583, 06/11/2018 ,3545.0
3034,#725,"Off-Market,rent",studio,1 bath,623 ftsq,776583, 11/11/2014 ,3136.0
3035,#801,"Off-Market,rent",1 bed,1 bath,551 ftsq,776583, 08/07/2017 ,3493.0
3036,#802,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 08/10/2015 ,2943.0
3037,#803,"Off-Market,rent",studio,1 bath,495 ftsq,776583, 06/27/2018 ,2940.0
3038,#804,"Off-Market,rent",studio,1 bath,818 ftsq,776583, 04/25/2017 ,3818.0
3039,#805,"Off-Market,rent",studio,1 bath,889 ftsq,776583, 02/29/2016 ,3623.0
3040,#806,"Off-Market,rent",1 bed,1 bath,674 ftsq,776583, 06/14/2016 ,3665.0
3041,#808,"Off-Market,rent",studio,1 bath,591 ftsq,776583, 09/02/2015 ,3429.0
3042,#809,"Off-Market,rent",studio,1 bath,618 ftsq,776583, 07/09/2017 ,3425.0
3043,#810,"Off-Market,rent",1 bed,1 bath,576 ftsq,776583, 07/08/2017 ,3428.0
3044,#811,"Off-Market,rent",2 beds,2 baths,"1,080 ftsq",776583, 10/15/2014 ,5497.0
3045,#812,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 04/28/2018 ,3875.0
3046,#813,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 03/08/2017 ,3544.0
3047,#814,"Off-Market,rent",3 beds,1 bath,850 ftsq,776583, 03/21/2014 ,3300.0
3048,#815,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 09/27/2016 ,2835.0
3049,#818,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 01/09/2015 ,2694.0
3050,#819,"Off-Market,rent",studio,1 bath,472 ftsq,776583, 05/16/2017 ,2877.0
3051,#820,"Off-Market,rent",studio,1 bath,473 ftsq,776583, 02/22/2013 ,2695.0
3052,#821,"Off-Market,rent",studio,1 bath,557 ftsq,776583, 05/17/2018 ,3098.0
3053,#823,"Off-Market,rent",1 bed,1 bath,818 ftsq,776583, 10/29/2014 ,3992.0
3054,#825,"Off-Market,rent",1 bed,1 bath,623 ftsq,776583, 07/31/2018 ,3229.0
3055,#901,"Off-Market,rent",studio,1 bath,551 ftsq,776583, 04/09/2016 ,3028.0
3056,#902,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 09/20/2018 ,2909.0
3057,#904,"Off-Market,rent",studio,1 bath,818 ftsq,776583, 11/25/2014 ,3741.0
3058,#905,"Off-Market,rent",studio,1 bath,889 ftsq,776583, 11/16/2015 ,4030.0
3059,#906,"Off-Market,rent",1 bed,1 bath,674 ftsq,776583, 03/23/2013 ,3490.0
3060,#907,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 05/29/2018 ,5535.0
3061,#909,"Off-Market,rent",studio,1 bath,618 ftsq,776583, 07/02/2016 ,3342.0
3062,#911,"Off-Market,rent",2 beds,2 baths,"1,080 ftsq",776583, 08/06/2014 ,5496.0
3063,#912,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 07/26/2016 ,3932.0
3064,#913,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 05/29/2015 ,3503.0
3065,#916,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 03/31/2015 ,2880.0
3066,#917,"Off-Market,rent",studio,1 bath,475 ftsq,776583, 01/25/2015 ,2815.0
3067,#918,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 03/13/2018 ,2910.0
3068,#920,"Off-Market,rent",studio,1 bath,473 ftsq,776583, 07/10/2015 ,2990.0
3069,#922,"Off-Market,rent",1 bed,1 bath,947 ftsq,776583, 05/14/2016 ,4865.0
3070,#923,"Off-Market,rent",1 bed,1 bath,818 ftsq,776583, 02/22/2013 ,3765.0
3071,#925,"Off-Market,rent",studio,1 bath,623 ftsq,776583, 08/03/2018 ,3334.0
3072,#1001,"Off-Market,rent",2 beds,1 bath,551 ftsq,776583, 02/11/2017 ,3270.0
3073,#1003,"Off-Market,rent",studio,1 bath,,776583, 09/07/2011 ,2600.0
3074,#1004,"Off-Market,rent",2 beds,1 bath,818 ftsq,776583, 05/23/2018 ,3840.0
3075,#1006,"Off-Market,rent",1 bed,1 bath,674 ftsq,776583, 12/11/2018 ,3900.0
3076,#1006A,"Off-Market,rent",1 bed,1 bath,674 ftsq,776583, 01/09/2013 ,3555.0
3077,#1007,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 09/20/2018 ,5902.0
3078,#1008,"Off-Market,rent",studio,1 bath,591 ftsq,776583, 06/08/2018 ,3205.0
3079,#1010,"Off-Market,rent",studio,1 bath,576 ftsq,776583, 04/07/2017 ,3318.0
3080,#1011,"Off-Market,rent",2 beds,2 baths,"1,080 ftsq",776583, 12/14/2015 ,5304.0
3081,#1012,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 03/12/2018 ,3790.0
3082,#1013,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 07/24/2017 ,3975.0
3083,#1014,"Off-Market,rent",studio,1 bath,694 ftsq,776583, 12/10/2013 ,5065.0
3084,#1016,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 06/18/2015 ,2951.0
3085,#1017,"Off-Market,rent",studio,1 bath,,776583, 11/30/2010 ,2300.0
3086,#1018,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 07/18/2016 ,2655.0
3087,#1019,"Off-Market,rent",studio,1 bath,472 ftsq,776583, 01/11/2018 ,2884.0
3088,#1021,"Off-Market,rent",studio,1 bath,557 ftsq,776583, 05/14/2016 ,2988.0
3089,#1022,"Off-Market,rent",1 bed,1 bath,947 ftsq,776583, 07/26/2018 ,4995.0
3090,#1024,"Off-Market,rent",studio,1 bath,825 ftsq,776583, 04/07/2017 ,3639.0
3091,#1025,"Off-Market,rent",studio,1 bath,623 ftsq,776583, 01/30/2017 ,3079.0
3092,#1101,"Off-Market,rent",studio,1 bath,551 ftsq,776583, 07/14/2018 ,3248.0
3093,#1102,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 06/17/2014 ,2683.0
3094,#1103,"Off-Market,rent",studio,1 bath,495 ftsq,776583, 08/04/2017 ,2962.0
3095,#1104,"Off-Market,rent",studio,1 bath,818 ftsq,776583, 05/31/2018 ,3761.0
3096,#1106,"Off-Market,rent",1 bed,1 bath,674 ftsq,776583, 02/15/2016 ,3941.0
3097,#1107,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 08/21/2018 ,5871.0
3098,#1108,"Off-Market,rent",studio,1 bath,591 ftsq,776583, 08/08/2017 ,3519.0
3099,#1109,"Off-Market,rent",studio,1 bath,618 ftsq,776583, 08/14/2018 ,3282.0
3100,#1110,"Off-Market,rent",studio,1 bath,576 ftsq,776583, 11/07/2017 ,3490.0
3101,#1112,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 06/27/2018 ,3955.0
3102,#1113,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 06/16/2018 ,3565.0
3103,#1116,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 05/18/2018 ,2885.0
3104,#1117,"Off-Market,rent",studio,1 bath,475 ftsq,776583, 10/07/2014 ,2890.0
3105,#1118,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 01/11/2018 ,2899.0
3106,#1119,"Off-Market,rent",studio,1 bath,472 ftsq,776583, 10/01/2018 ,3025.0
3107,#1121,"Off-Market,rent",studio,1 bath,557 ftsq,776583, 01/10/2015 ,3110.0
3108,#1122,"Off-Market,rent",1 bed,1 bath,947 ftsq,776583, 12/07/2018 ,5404.0
3109,#1123,"Off-Market,rent",1 bed,1 bath,818 ftsq,776583, 06/20/2016 ,3720.0
3110,#1124,"Off-Market,rent",studio,1 bath,825 ftsq,776583, 06/05/2018 ,3410.0
3111,#1125,"Off-Market,rent",1 bed,1 bath,623 ftsq,776583, 06/27/2018 ,3345.0
3112,#1201,"Off-Market,rent",1 bed,1 bath,551 ftsq,776583, 07/03/2018 ,3373.0
3113,#1202,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 05/30/2017 ,2757.0
3114,#1203,"Off-Market,rent",studio,1 bath,495 ftsq,776583, 05/17/2018 ,2967.0
3115,#1205,"Off-Market,rent",1 bed,1 bath,889 ftsq,776583, 01/17/2018 ,3883.0
3116,#1207,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 11/10/2017 ,5774.0
3117,#1210,"Off-Market,rent",studio,1 bath,576 ftsq,776583, 03/31/2017 ,3300.0
3118,#1211,"Off-Market,rent",2 beds,2 baths,"1,080 ftsq",776583, 09/06/2016 ,5674.0
3119,#1212,"Off-Market,rent",2 beds,1 bath,,776583, 10/20/2016 ,3885.0
3120,#1213,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 01/07/2015 ,3267.0
3121,#1218,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 08/25/2018 ,2951.0
3122,#1219,"Off-Market,rent",studio,1 bath,472 ftsq,776583, 06/16/2018 ,2855.0
3123,#1220,"Off-Market,rent",studio,1 bath,473 ftsq,776583, 01/23/2018 ,2890.0
3124,#1221,"Off-Market,rent",studio,1 bath,557 ftsq,776583, 05/10/2013 ,3881.0
3125,#1222,"Off-Market,rent",1 bed,1 bath,947 ftsq,776583, 05/11/2013 ,6185.0
3126,#1223,"Off-Market,rent",1 bed,1 bath,818 ftsq,776583, 12/10/2014 ,3740.0
3127,#1224,"Off-Market,rent",studio,1 bath,825 ftsq,776583, 04/26/2018 ,3415.0
3128,#1225,"Off-Market,rent",studio,1 bath,623 ftsq,776583, 06/01/2016 ,3341.0
3129,#1401,"Off-Market,rent",studio,1 bath,551 ftsq,776583, 08/08/2014 ,2919.0
3130,#1402,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 06/27/2018 ,2870.0
3131,#1403,"Off-Market,rent",studio,1 bath,495 ftsq,776583, 09/06/2016 ,2870.0
3132,#1404,"Off-Market,rent",studio,1 bath,818 ftsq,776583, 09/10/2018 ,3941.0
3133,#1405,"Off-Market,rent",studio,1 bath,889 ftsq,776583, 05/15/2018 ,3680.0
3134,#1407,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 06/05/2018 ,5585.0
3135,#1408,"Off-Market,rent",studio,1 bath,591 ftsq,776583, 02/17/2013 ,2960.0
3136,#1409,"Off-Market,rent",studio,1 bath,618 ftsq,776583, 06/28/2017 ,3400.0
3137,#1410,"Off-Market,rent",studio,1 bath,576 ftsq,776583, 05/16/2016 ,3023.0
3138,#1411,"Off-Market,rent",2 beds,2 baths,"1,080 ftsq",776583, 05/26/2018 ,5595.0
3139,#1412,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 06/27/2018 ,4035.0
3140,#1413,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 07/24/2018 ,3620.0
3141,#1415,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 09/06/2017 ,2846.0
3142,#1416,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 09/10/2018 ,3016.0
3143,#1417,"Off-Market,rent",studio,1 bath,475 ftsq,776583, 04/17/2018 ,2995.0
3144,#1419,"Off-Market,rent",studio,1 bath,472 ftsq,776583, 07/13/2016 ,2805.0
3145,#1420,"Off-Market,rent",studio,1 bath,473 ftsq,776583, 11/27/2018 ,3113.0
3146,#1421,"Off-Market,rent",studio,1 bath,557 ftsq,776583, 07/03/2018 ,3173.0
3147,#1423,"Off-Market,rent",1 bed,1 bath,818 ftsq,776583, 02/15/2018 ,3890.0
3148,#1424,"Off-Market,rent",studio,1 bath,825 ftsq,776583, 04/24/2018 ,3410.0
3149,#1504,"Off-Market,rent",2 beds,1 bath,818 ftsq,776583, 07/05/2018 ,3940.0
3150,#1507,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 07/26/2017 ,6399.0
3151,#1508,"Off-Market,rent",studio,1 bath,591 ftsq,776583, 07/24/2017 ,3428.0
3152,#1509,"Off-Market,rent",studio,1 bath,618 ftsq,776583, 02/26/2018 ,3175.0
3153,#1512,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 08/31/2017 ,3770.0
3154,#1513,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 06/16/2018 ,3620.0
3155,#1514,"Off-Market,rent",studio,1 bath,694 ftsq,776583, 09/27/2016 ,3764.0
3156,#1516,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 08/07/2017 ,2979.0
3157,#1517,"Off-Market,rent",studio,1 bath,475 ftsq,776583, 09/08/2014 ,2824.0
3158,#1519,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 08/15/2017 ,2795.0
3159,#1520,"Off-Market,rent",studio,1 bath,476 ftsq,776583, 06/09/2018 ,2795.0
3160,#1521,"Off-Market,rent",studio,1 bath,,776583, 12/23/2016 ,3240.0
3161,#1522,"Off-Market,rent",2 beds,1 bath,947 ftsq,776583, 07/29/2017 ,5340.0
3162,#1523,"Off-Market,rent",1 bed,1 bath,818 ftsq,776583, 05/04/2018 ,3995.0
3163,#1601,"Off-Market,rent",studio,1 bath,551 ftsq,776583, 10/13/2016 ,3279.0
3164,#1602,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 09/10/2018 ,2919.0
3165,#1603,"Off-Market,rent",studio,1 bath,494 ftsq,776583, 06/02/2018 ,2854.0
3166,#1604,"Off-Market,rent",studio,1 bath,966 ftsq,776583, 01/23/2017 ,3670.0
3167,#1605,"Off-Market,rent",studio,1 bath,996 ftsq,776583, 07/26/2018 ,4006.0
3168,#1612,"Off-Market,rent",studio,1 bath,703 ftsq,776583, 10/25/2017 ,3499.0
3169,#1613,"Off-Market,rent",studio,1 bath,618 ftsq,776583, 04/23/2015 ,3354.0
3170,#1614,"Off-Market,rent",1 bed,1 bath,827 ftsq,776583, 08/15/2014 ,3595.0
3171,#1615,"Off-Market,rent",studio,1 bath,822 ftsq,776583, 02/06/2018 ,3848.0
3172,#1617,"Off-Market,rent",studio,1 bath,827 ftsq,776583, 12/16/2015 ,3907.0
3173,#1618,"Off-Market,rent",studio,1 bath,686 ftsq,776583, 04/18/2018 ,3395.0
3174,#1619,"Off-Market,rent",studio,1 bath,991 ftsq,776583, 07/01/2015 ,4144.0
3175,#1701,"Off-Market,rent",studio,1 bath,467 ftsq,776583, 05/05/2018 ,2830.0
3176,#1702,"Off-Market,rent",studio,1 bath,444 ftsq,776583, 05/03/2016 ,2715.0
3177,#1703,"Off-Market,rent",studio,1 bath,454 ftsq,776583, 09/17/2018 ,2974.0
3178,#1704,"Off-Market,rent",studio,1 bath,815 ftsq,776583, 05/03/2018 ,3515.0
3179,#1705,"Off-Market,rent",studio,1 bath,899 ftsq,776583, 07/20/2011 ,2977.0
3180,#1706,"Off-Market,rent",studio,1 bath,526 ftsq,776583, 05/04/2018 ,3133.0
3181,#1707,"Off-Market,rent",2 beds,2 baths,"1,075 ftsq",776583, 07/12/2017 ,5504.0
3182,#1708,"Off-Market,rent",studio,1 bath,575 ftsq,776583, 05/10/2017 ,3355.0
3183,#1709,"Off-Market,rent",studio,1 bath,582 ftsq,776583, 05/15/2016 ,3131.0
3184,#1710,"Off-Market,rent",studio,1 bath,583 ftsq,776583, 06/04/2016 ,3230.0
3185,#1711,"Off-Market,rent",studio,1 bath,578 ftsq,776583, 08/30/2017 ,3356.0
3186,#1713,"Off-Market,rent",studio,1 bath,826 ftsq,776583, 05/22/2017 ,3958.0
3187,#1714,"Off-Market,rent",2 beds,1 bath,766 ftsq,776583, 08/25/2017 ,3694.0
3188,#1715,"Off-Market,rent",studio,1 bath,533 ftsq,776583, 08/12/2016 ,3219.0
3189,#1716,"Off-Market,rent",studio,1 bath,475 ftsq,776583, 08/31/2017 ,2894.0
3190,#1717,"Off-Market,rent",studio,1 bath,480 ftsq,776583, 12/10/2015 ,2875.0
3191,#1718,"Off-Market,rent",studio,1 bath,636 ftsq,776583, 09/09/2015 ,3327.0
3192,#1719,"Off-Market,rent",studio,1 bath,616 ftsq,776583, 06/13/2018 ,3270.0
3193,#1721,"Off-Market,rent",1 bed,1 bath,711 ftsq,776583, 04/17/2016 ,3795.0
3194,#1722,"Off-Market,rent",2 beds,2 baths,"1,022 ftsq",776583, 08/07/2018 ,5596.0
3195,#1723,"Off-Market,rent",studio,1 bath,556 ftsq,776583, 06/16/2018 ,3125.0
3196,#1724,"Off-Market,rent",studio,1 bath,931 ftsq,776583, 09/13/2017 ,3911.0
3197,#1725,"Off-Market,rent",studio,1 bath,943 ftsq,776583, 05/19/2017 ,3995.0
3198,#1802,"Off-Market,rent",studio,1 bath,444 ftsq,776583, 08/13/2016 ,2881.0
3199,#1803,"Off-Market,rent",studio,1 bath,454 ftsq,776583, 06/12/2018 ,2825.0
3200,#1804,"Off-Market,rent",studio,1 bath,815 ftsq,776583, 04/05/2016 ,3505.0
3201,#1805,"Off-Market,rent",studio,1 bath,780 ftsq,776583, 04/12/2018 ,3478.0
3202,#1807,"Off-Market,rent",2 beds,1 bath,"1,075 ftsq",776583, 03/27/2018 ,5028.0
3203,#1808,"Off-Market,rent",studio,1 bath,,776583, 08/21/2014 ,3062.0
3204,#1809,"Off-Market,rent",studio,1 bath,582 ftsq,776583, 04/20/2015 ,3224.0
3205,#1810,"Off-Market,rent",2 beds,1 bath,583 ftsq,776583, 07/19/2018 ,3270.0
3206,#1811,"Off-Market,rent",studio,1 bath,578 ftsq,776583, 03/25/2013 ,3059.0
3207,#1812,"Off-Market,rent",2 beds,2 baths,"1,310 ftsq",776583, 07/08/2015 ,6197.0
3208,#1813,"Off-Market,rent",studio,1 bath,826 ftsq,776583, 09/20/2017 ,3779.0
3209,#1814,"Off-Market,rent",studio,1 bath,766 ftsq,776583, 04/05/2018 ,3668.0
3210,#1815,"Off-Market,rent",studio,1 bath,533 ftsq,776583, 01/02/2018 ,3149.0
3211,#1818,"Off-Market,rent",studio,1 bath,636 ftsq,776583, 05/19/2017 ,3075.0
3212,#1819,"Off-Market,rent",studio,1 bath,616 ftsq,776583, 03/15/2018 ,3210.0
3213,#1821,"Off-Market,rent",1 bed,1 bath,711 ftsq,776583, 06/15/2018 ,3995.0
3214,#1822,"Off-Market,rent",2 beds,2 baths,"1,022 ftsq",776583, 07/26/2018 ,5545.0
3215,#1823,"Off-Market,rent",studio,1 bath,556 ftsq,776583, 04/24/2018 ,3150.0
3216,#1824,"Off-Market,rent",studio,1 bath,931 ftsq,776583, 03/23/2018 ,3740.0
3217,#1825,"Off-Market,rent",studio,1 bath,943 ftsq,776583, 06/02/2018 ,3710.0
