,unit,status,no_rooms,no_bath,area(ftsq),id,date,price
2663,#E,"Off-Market,rent",1 bed,1 bath,900 ftsq,777434, 08/29/2018 ,4295.0
2664,#I,"Off-Market,rent",2 beds,1 bath,950 ftsq,777434, 08/20/2018 ,5095.0
2665,#14H,"Off-Market,rent",1 bed,1 bath,,777434, 08/12/2018 ,4180.0
2666,#15I,"Off-Market,rent",2 beds,1 bath,950 ftsq,777434, 08/13/2018 ,5165.0
2667,#17E,"Off-Market,rent",1 bed,1 bath,,777434, 07/14/2018 ,4150.0
2668,#35H,"Off-Market,rent",studio,1 bath,,777434, 10/12/2018 ,3150.0
2669,#506,"Off-Market,rent",1 bed,1 bath,801 ftsq,777434,  ,3650.0
2670,#1223,"Off-Market,rent",2 beds,1 bath,,777434, 07/14/2018 ,5395.0
2671,#1,"Off-Market,rent",3 beds,1.5 baths,"1,100 ftsq",72515, 09/29/2016 ,5350.0
2672,#2,"Off-Market,rent",3 beds,1.5 baths,"1,100 ftsq",72515, 09/27/2018 ,5075.0
2673,#103,"Off-Market,rent",1 bed,1 bath,,778156, 03/15/2012 ,2300.0
2674,#1718,"Off-Market,rent",1 bed,1 bath,688 ftsq,778156, 06/07/2017 ,3995.0
2675,#2B,"Off-Market,rent",2 beds,2 baths,"1,227 ftsq",72610, 09/08/2017 ,6999.0
2676,#3,"Off-Market,rent",1 bed,1 bath,650 ftsq,72610, 11/24/2014 ,2695.0
2677,#5,"Off-Market,sale",4 beds,4 baths,"2,549 ftsq",72610, 10/28/2013 ,18000.0
2678,#8A,"Off-Market,sale",3 beds,3 baths,"2,306 ftsq",72610, 10/15/2018 ,16500.0
2679,#11B,"Off-Market,sale",4 beds,3.5 baths,"2,496 ftsq",72610, 07/14/2017 ,20000.0
2680,#14A,"Off-Market,sale",2 beds,2 baths,"1,486 ftsq",72610, 12/18/2018 ,10500.0
2681,#1,"Off-Market,rent",studio,1 bath,650 ftsq,778151, 03/09/2010 ,2895.0
2682,#1BR,"Off-Market,rent",1 bed,1 bath,750 ftsq,778151, 11/18/2013 ,3350.0
2683,#2,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 05/14/2013 ,2995.0
2684,#A,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 11/18/2014 ,3095.0
2685,#2B,"Off-Market,rent",studio,1 bath,850 ftsq,778151, 11/09/2010 ,2895.0
2686,#A4,"Off-Market,rent",1 bed,1 bath,,778151, 11/11/2015 ,3688.0
2687,#2E,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 04/17/2010 ,2895.0
2688,#2F,"Off-Market,rent",1 bed,1 bath,612 ftsq,778151, 11/27/2017 ,3400.0
2689,#2G,"Off-Market,rent",1 bed,1 bath,622 ftsq,778151,  ,4500.0
2690,#2H,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 02/28/2018 ,3800.0
2691,#2I,"Off-Market,rent",studio,1 bath,500 ftsq,778151, 07/13/2018 ,3250.0
2692,#2BDD,"Off-Market,rent",2 beds,2.5 baths,"1,600 ftsq",778151, 04/09/2014 ,9200.0
2693,#2J,"Off-Market,rent",1 bed,1 bath,866 ftsq,778151, 11/06/2017 ,4850.0
2694,#2K,"Off-Market,rent",1 bed,1 bath,911 ftsq,778151, 06/15/2016 ,4334.0
2695,#2BR,"Off-Market,rent",2 beds,2 baths,"1,250 ftsq",778151, 11/18/2013 ,5350.0
2696,#2BDS,"Off-Market,rent",2 beds,2 baths,"1,300 ftsq",778151, 04/09/2014 ,6750.0
2697,#AA,"Off-Market,rent",studio,1 bath,600 ftsq,778151, 01/08/2015 ,3095.0
2698,#B,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 11/18/2014 ,3895.0
2699,#3A,"Off-Market,rent",2 beds,1 bath,,778151, 03/16/2018 ,3200.0
2700,#3B,"Off-Market,rent",1 bed,1 bath,891 ftsq,778151, 07/18/2017 ,4875.0
2701,#3C,"Off-Market,rent",3 beds,1 bath,850 ftsq,778151, 08/07/2017 ,5076.0
2702,#3D,"Off-Market,rent",1 bed,1 bath,700 ftsq,778151, 12/21/2015 ,2995.0
2703,#3E,"Off-Market,rent",2 beds,1 bath,650 ftsq,778151, 11/08/2018 ,3975.0
2704,#3F,"Off-Market,rent",1 bed,1 bath,595 ftsq,778151, 05/20/2015 ,3400.0
2705,#3BD,"Off-Market,sale",3 beds,3 baths,"2,000 ftsq",778151, 06/27/2014 ,11000.0
2706,#3CC,"Off-Market,rent",3 beds,1 bath,,778151, 08/07/2017 ,4653.0
2707,#3G,"Off-Market,rent",1 bed,1 bath,622 ftsq,778151, 08/23/2018 ,4150.0
2708,#3H,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 05/07/2008 ,2595.0
2709,#3J,"Off-Market,rent",1 bed,1 bath,866 ftsq,778151, 07/24/2015 ,4395.0
2710,#3K,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 08/19/2009 ,3195.0
2711,#B12,"Off-Market,rent",1 bed,1 bath,,778151, 11/11/2015 ,6675.0
2712,#3BR,"Off-Market,sale",3 beds,2.5 baths,"1,950 ftsq",778151, 06/28/2014 ,10000.0
2713,#3BDS,"Off-Market,rent",3 beds,3 baths,,778151, 04/04/2014 ,9200.0
2714,#4,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 09/04/2012 ,3195.0
2715,#C,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 09/03/2014 ,4395.0
2716,#4A,"Off-Market,rent",studio,1 bath,575 ftsq,778151, 05/21/2015 ,3395.0
2717,#4B,"Off-Market,rent",studio,1 bath,900 ftsq,778151, 06/06/2011 ,3295.0
2718,#4C,"Off-Market,rent",studio,1 bath,,778151, 02/20/2008 ,5000.0
2719,#4D,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 01/14/2012 ,2895.0
2720,#4E,"Off-Market,rent",1 bed,1 bath,624 ftsq,778151, 06/28/2017 ,4075.0
2721,#4F,"Off-Market,rent",1 bed,1 bath,612 ftsq,778151, 04/29/2016 ,3692.0
2722,#4H,"Off-Market,rent",1 bed,1 bath,587 ftsq,778151, 08/13/2018 ,4230.0
2723,#4I,"Off-Market,rent",studio,1 bath,505 ftsq,778151, 09/18/2016 ,3450.0
2724,#4K,"Off-Market,rent",studio,1 bath,950 ftsq,778151, 04/14/2011 ,3795.0
2725,#5,"Off-Market,rent",studio,1 bath,500 ftsq,778151, 07/02/2013 ,2895.0
2726,#BB,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 01/08/2015 ,3895.0
2727,#D,"Off-Market,rent",studio,1 bath,600 ftsq,778151, 11/03/2014 ,3495.0
2728,#5A,"Off-Market,rent",studio,1 bath,622 ftsq,778151, 06/04/2018 ,3800.0
2729,#5C,"Off-Market,rent",1 bed,1 bath,,778151, 06/03/2016 ,4585.0
2730,#5D,"Off-Market,rent",1 bed,1 bath,618 ftsq,778151, 08/12/2016 ,3900.0
2731,#5E,"Off-Market,rent",2 beds,1 bath,604 ftsq,778151, 07/19/2017 ,4025.0
2732,#5H,"Off-Market,rent",1 bed,1 bath,571 ftsq,778151, 11/27/2017 ,3345.0
2733,#5J,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 05/15/2016 ,4495.0
2734,#5K,"Off-Market,rent",3 beds,1 bath,991 ftsq,778151, 12/06/2017 ,4545.0
2735,#6,"Off-Market,rent",1 bed,1 bath,822 ftsq,778151, 04/03/2012 ,2995.0
2736,#E,"Off-Market,rent",1 bed,1 bath,650 ftsq,778151, 11/18/2014 ,3695.0
2737,#6A,"Off-Market,rent",studio,1 bath,600 ftsq,778151, 07/27/2017 ,3750.0
2738,#6B,"Off-Market,rent",studio,1 bath,857 ftsq,778151, 04/02/2015 ,4295.0
2739,#6D,"Off-Market,rent",1 bed,1 bath,618 ftsq,778151, 07/13/2017 ,4100.0
2740,#6F,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 06/09/2011 ,3095.0
2741,#6G,"Off-Market,rent",1 bed,1 bath,622 ftsq,778151, 07/24/2015 ,3595.0
2742,#6H,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 02/03/2018 ,3600.0
2743,#6I,"Off-Market,rent",studio,1 bath,505 ftsq,778151, 04/25/2017 ,3375.0
2744,#6J,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 07/07/2016 ,4725.0
2745,#6K,"Off-Market,rent",studio,1 bath,991 ftsq,778151, 06/20/2017 ,5100.0
2746,#F,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 08/25/2014 ,4450.0
2747,#7A,"Off-Market,rent",studio,1 bath,600 ftsq,778151, 06/27/2011 ,2995.0
2748,#7B,"Off-Market,rent",studio,1 bath,857 ftsq,778151, 06/03/2015 ,4695.0
2749,#7E,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 04/30/2009 ,2595.0
2750,#7F,"Off-Market,rent",1 bed,1 bath,850 ftsq,778151, 05/07/2009 ,3095.0
2751,#7G,"Off-Market,rent",studio,1 bath,855 ftsq,778151, 03/17/2015 ,4495.0
2752,#7I,"Off-Market,rent",1 bed,1 bath,866 ftsq,778151, 05/18/2018 ,4700.0
2753,#7J,"Off-Market,rent",studio,1 bath,991 ftsq,778151, 08/23/2015 ,4695.0
2754,#G,"Off-Market,rent",1 bed,1 bath,650 ftsq,778151, 07/28/2014 ,3495.0
2755,#8A,"Off-Market,rent",1 bed,1 bath,630 ftsq,778151, 11/16/2018 ,3700.0
2756,#8B,"Off-Market,rent",studio,1 bath,885 ftsq,778151, 07/31/2017 ,5000.0
2757,#8D,"Off-Market,rent",studio,1 bath,600 ftsq,778151, 08/24/2016 ,3700.0
2758,#8E,"Off-Market,rent",1 bed,1 bath,642 ftsq,778151, 08/17/2017 ,4250.0
2759,#8F,"Off-Market,rent",1 bed,1 bath,850 ftsq,778151, 02/07/2011 ,3895.0
2760,#8G,"Off-Market,rent",3 beds,1 bath,890 ftsq,778151, 02/03/2017 ,4900.0
2761,#8H,"Off-Market,rent",studio,1 bath,520 ftsq,778151, 11/13/2017 ,2950.0
2762,#8I,"Off-Market,rent",1 bed,1 bath,850 ftsq,778151, 03/09/2012 ,4295.0
2763,#8J,"Off-Market,rent",1 bed,1 bath,857 ftsq,778151, 12/02/2014 ,3500.0
2764,#H,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 06/30/2014 ,3450.0
2765,#9A,"Off-Market,rent",1 bed,1 bath,630 ftsq,778151, 10/21/2018 ,4400.0
2766,#9C,"Off-Market,rent",1 bed,1 bath,851 ftsq,778151, 04/30/2015 ,4695.0
2767,#9E,"Off-Market,rent",2 beds,1 bath,642 ftsq,778151, 11/17/2017 ,3700.0
2768,#9F,"Off-Market,rent",1 bed,1 bath,910 ftsq,778151, 07/03/2016 ,5495.0
2769,#10,"Off-Market,rent",studio,,600 ftsq,778151, 05/25/2010 ,2395.0
2770,#I,"Off-Market,rent",1 bed,1 bath,850 ftsq,778151, 11/06/2014 ,4295.0
2771,#10A,"Off-Market,rent",studio,1 bath,630 ftsq,778151, 07/30/2018 ,3970.0
2772,#10B,"Off-Market,rent",1 bed,1 bath,856 ftsq,778151, 09/12/2012 ,3350.0
2773,#10C,"Off-Market,rent",1 bed,1 bath,850 ftsq,778151, 02/01/2011 ,3795.0
2774,#10D,"Off-Market,rent",studio,1 bath,600 ftsq,778151, 01/30/2015 ,3395.0
2775,#10F,"Off-Market,rent",1 bed,1 bath,910 ftsq,778151, 07/27/2018 ,5850.0
2776,#10G,"Off-Market,rent",1 bed,1 bath,850 ftsq,778151, 06/01/2009 ,3195.0
2777,#10H,"Off-Market,rent",studio,1 bath,566 ftsq,778151, 03/16/2018 ,3350.0
2778,#10I,"Off-Market,rent",1 bed,1 bath,825 ftsq,778151, 11/03/2011 ,4195.0
2779,#10J,"Off-Market,rent",studio,1 bath,,778151, 10/12/2016 ,4932.0
2780,#EE,"Off-Market,rent",1 bed,1 bath,650 ftsq,778151, 01/08/2015 ,3695.0
2781,#J,"Off-Market,rent",2 beds,2 baths,"1,250 ftsq",778151, 06/13/2014 ,6000.0
2782,#11A,"Off-Market,rent",studio,1 bath,525 ftsq,778151, 05/13/2016 ,3369.0
2783,#11C,"Off-Market,rent",1 bed,1 bath,850 ftsq,778151, 06/01/2017 ,4695.0
2784,#11D,"Off-Market,rent",studio,1 bath,597 ftsq,778151, 04/12/2016 ,3300.0
2785,#11E,"Off-Market,rent",1 bed,1 bath,642 ftsq,778151, 09/27/2018 ,4600.0
2786,#11G,"Off-Market,rent",3 beds,1 bath,882 ftsq,778151, 01/10/2018 ,4700.0
2787,#11H,"Off-Market,rent",studio,1 bath,520 ftsq,778151, 08/21/2016 ,3475.0
2788,#11I,"Off-Market,rent",1 bed,1 bath,866 ftsq,778151, 01/11/2018 ,4500.0
2789,#11J,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 04/27/2018 ,4650.0
2790,#K,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 11/10/2014 ,4195.0
2791,#L,"Off-Market,rent",studio,1 bath,930 ftsq,778151, 03/01/2013 ,3695.0
2792,#14,"Off-Market,rent",2 beds,2 baths,,778151, 09/22/2014 ,5495.0
2793,#16,"Off-Market,rent",1 bed,1 bath,800 ftsq,778151, 03/13/2014 ,3575.0
2794,#O,"Off-Market,rent",1 bed,1 bath,620 ftsq,778151, 05/14/2013 ,3295.0
2795,#R,"Off-Market,rent",1 bed,1 bath,630 ftsq,778151, 06/07/2013 ,3395.0
2796,#FL3C,"Off-Market,rent",3 beds,1 bath,,778151, 08/07/2017 ,5076.0
2797,#KK,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 01/08/2015 ,4195.0
2798,#FL3CC,"Off-Market,rent",3 beds,1 bath,,778151, 08/09/2017 ,4653.0
2799,#31,"Off-Market,rent",2 beds,2 baths,"1,320 ftsq",778151, 09/05/2014 ,6850.0
2800,#XF,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 07/08/2014 ,4495.0
2801,#XH,"Off-Market,rent",1 bed,1 bath,,778151, 06/24/2014 ,3450.0
2802,#FLR3C,"Off-Market,rent",3 beds,1 bath,,778151, 08/14/2017 ,4653.0
2803,#VAR1B,"Off-Market,rent",1 bed,1 bath,,778151, 04/09/2009 ,2395.0
2804,#45,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 07/23/2013 ,3195.0
2805,#50H,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 04/21/2014 ,3595.0
2806,#53H,"Off-Market,rent",1 bed,1 bath,600 ftsq,778151, 06/16/2014 ,3450.0
2807,#VARAL,"Off-Market,rent",studio,1 bath,,778151, 04/09/2009 ,2195.0
2808,#VARST,"Off-Market,rent",studio,1 bath,,778151, 04/01/2009 ,2095.0
2809,#114,"Off-Market,rent",studio,1 bath,,778151, 02/01/2016 ,3675.0
2810,#115,"Off-Market,rent",studio,1 bath,,778151, 01/14/2016 ,3411.0
2811,#116,"Off-Market,rent",studio,1 bath,,778151, 01/14/2016 ,3225.0
2812,#620,"Off-Market,rent",studio,1 bath,860 ftsq,778151, 09/19/2017 ,4775.0
2813,#918,"Off-Market,rent",studio,1 bath,553 ftsq,778151, 09/24/2017 ,3950.0
2814,#1110,"Off-Market,rent",1 bed,1 bath,,778151, 01/14/2016 ,5995.0
2815,#1112,"Off-Market,rent",1 bed,1 bath,,778151, 01/14/2016 ,4395.0
2816,#1118,"Off-Market,rent",studio,1 bath,,778151, 02/01/2016 ,4425.0
2817,#5300,"Off-Market,rent",3 beds,1 bath,,778151, 06/04/2018 ,5300.0
2818,#8027,"Off-Market,rent",studio,1 bath,991 ftsq,778151, 09/09/2015 ,4995.0
2819,#8028,"Off-Market,rent",studio,1 bath,991 ftsq,778151, 09/09/2015 ,4595.0
2820,#8029,"Off-Market,rent",studio,1 bath,991 ftsq,778151, 09/09/2015 ,4595.0
2821,#8123,"Off-Market,rent",1 bed,1 bath,640 ftsq,778151, 09/09/2015 ,4550.0
2822,#8124,"Off-Market,rent",1 bed,1 bath,624 ftsq,778151, 09/09/2015 ,3650.0
2823,#70016,"Off-Market,rent",studio,1 bath,991 ftsq,778151, 08/20/2015 ,4694.0
2824,#70017,"Off-Market,rent",studio,1 bath,991 ftsq,778151, 08/20/2015 ,4995.0
2825,#80013,"Off-Market,rent",studio,1 bath,991 ftsq,778151, 08/20/2015 ,4995.0
2826,#80015,"Off-Market,rent",studio,1 bath,917 ftsq,778151, 08/20/2015 ,5395.0
2827,#80016,"Off-Market,rent",studio,1 bath,520 ftsq,778151, 08/20/2015 ,3195.0
2828,#80113,"Off-Market,rent",1 bed,1 bath,624 ftsq,778151, 08/20/2015 ,3795.0
2829,#80114,"Off-Market,rent",1 bed,1 bath,618 ftsq,778151, 08/20/2015 ,4595.0
2830,#PHB,"Off-Market,rent",studio,1 bath,857 ftsq,778151, 05/30/2015 ,5095.0
2831,#PHE,"Off-Market,rent",studio,1 bath,640 ftsq,778151, 04/12/2016 ,4062.0
2832,#PHF,"Off-Market,rent",1 bed,1 bath,857 ftsq,778151, 08/08/2015 ,5095.0
2833,#PHG,"Off-Market,rent",1 bed,1 bath,882 ftsq,778151, 07/31/2018 ,5850.0
2834,#PHJ,"Off-Market,rent",1 bed,1 bath,991 ftsq,778151, 08/23/2015 ,4995.0
2835,#PH1,"Off-Market,rent",1 bed,1 bath,900 ftsq,778151, 01/18/2012 ,4195.0
2836,#2,"Off-Market,rent",2 beds,1 bath,800 ftsq,75173, 03/14/2016 ,3300.0
2837,#3,"Off-Market,rent",2 beds,1 bath,,785485, 12/06/2016 ,2500.0
2838,#3B,"Off-Market,rent",2 beds,1 bath,,785485, 07/28/2017 ,2390.0
2839,#3D,"Off-Market,rent",1 bed,1 bath,550 ftsq,785485, 04/02/2017 ,1990.0
2840,#C,"Off-Market,rent",2 beds,1 bath,650 ftsq,785485, 03/14/2011 ,2300.0
2841,#5,"Off-Market,sale",1 bed,1 bath,,785485, 12/13/2017 ,395000.0
2842,#CA,"Off-Market,rent",2 beds,1 bath,600 ftsq,785485, 11/25/2011 ,2350.0
2843,#D,"Off-Market,rent",1 bed,1 bath,,785485, 05/17/2018 ,2500.0
2844,#5C,"Off-Market,rent",2 beds,1 bath,600 ftsq,785485, 04/22/2010 ,2200.0
2845,#5D,"Off-Market,sale",1 bed,1 bath,,785485, 06/29/2018 ,399000.0
2846,#5E,"Off-Market,rent",1 bed,1 bath,,785485, 02/28/2011 ,1675.0
2847,#31,"Off-Market,rent",2 beds,1 bath,600 ftsq,785485, 06/26/2011 ,2300.0
2848,#5A,"Off-Market,rent",1 bed,2 baths,"1,179 ftsq",786887, 10/02/2018 ,7000.0
2849,#7D,"Off-Market,rent",1 bed,1.5 baths,"1,003 ftsq",786887, 10/18/2018 ,6500.0
2850,#8B,"Off-Market,rent",1 bed,1 bath,773 ftsq,786887, 08/15/2018 ,5500.0
2851,#8D,"Off-Market,sale",2 beds,2 baths,"1,293 ftsq",786887, 10/02/2018 ,10500.0
2852,#8E,"Off-Market,rent",1 bed,1 bath,765 ftsq,786887, 10/30/2018 ,5500.0
2853,#9B,"Off-Market,rent",1 bed,1 bath,753 ftsq,786887, 10/30/2018 ,5000.0
2854,#10A,"Off-Market,rent",1 bed,1.5 baths,966 ftsq,786887, 10/26/2018 ,6500.0
2855,#11B,"Off-Market,sale",3 beds,3.5 baths,"1,734 ftsq",786887, 04/19/2017 ,4000000.0
2856,#14B,"Off-Market,sale",3 beds,3.5 baths,"2,011 ftsq",786887, 10/09/2018 ,4750000.0
2857,#PHC,"Off-Market,sale",3 beds,3.5 baths,"2,181 ftsq",786887, 11/15/2018 ,6250000.0
2858,#1B,"Off-Market,sale",3 beds,4 baths,"4,305 ftsq",782741, 11/14/2014 ,14500.0
2859,#1E,"Off-Market,rent",1 bed,2 baths,"1,091 ftsq",782741, 10/06/2017 ,6000.0
2860,#2A,"Off-Market,sale",3 beds,2.5 baths,"3,200 ftsq",782741, 08/08/2016 ,5750000.0
2861,#2C,"Off-Market,sale",2 beds,2.5 baths,"2,899 ftsq",782741, 01/10/2007 ,3095000.0
2862,#3B,"Off-Market,sale",2 beds,2.5 baths,"2,686 ftsq",782741, 03/24/2017 ,19500.0
2863,#3C,"Off-Market,sale",2 beds,2.5 baths,"2,949 ftsq",782741, 02/15/2017 ,13950.0
2864,#4C,"Off-Market,sale",3 beds,2.5 baths,"3,300 ftsq",782741, 09/23/2014 ,23000.0
2865,#4D+,"Off-Market,sale",3 beds,3 baths,"2,350 ftsq",782741, 01/04/2013 ,4100000.0
2866,#4E,"Off-Market,sale",3 beds,2.5 baths,"3,577 ftsq",782741, 07/08/2008 ,16000.0
2867,#6A,"Off-Market,sale",4 beds,3.5 baths,"5,462 ftsq",782741, 06/23/2009 ,5850000.0
2868,#6AB,"Off-Market,sale",4 beds,3.5 baths,"5,462 ftsq",782741, 11/26/2018 ,10998000.0
2869,#6C,"Off-Market,sale",3 beds,2.5 baths,"3,269 ftsq",782741, 05/31/2017 ,5750000.0
2870,#6E,"Off-Market,sale",3 beds,2.5 baths,"3,577 ftsq",782741, 04/23/2018 ,15000.0
2871,#1B,"Off-Market,rent",1 bed,1 bath,750 ftsq,786511, 06/07/2013 ,4000.0
2872,#3A,"Off-Market,rent",2 beds,1 bath,,786511, 05/17/2010 ,2195.0
2873,#4B,"Off-Market,rent",1 bed,1 bath,,786511, 11/06/2015 ,2800.0
2874,#7,"Off-Market,rent",1 bed,1 bath,,786511, 03/17/2010 ,1676.0
2875,#10,"Off-Market,rent",2 beds,1 bath,,786511, 02/12/2018 ,3975.0
2876,#14,"Off-Market,rent",3 beds,1 bath,850 ftsq,786511, 02/16/2018 ,3350.0
2877,#6789,"Off-Market,rent",2 beds,1 bath,,786511, 09/14/2011 ,2595.0
2878,#1,"Off-Market,rent",2 beds,1 bath,,785783, 12/08/2017 ,2500.0
2879,#2,"Off-Market,rent",2 beds,1 bath,575 ftsq,785783, 09/14/2016 ,3000.0
2880,#4,"Off-Market,rent",2 beds,1 bath,,785783, 12/11/2017 ,2500.0
2881,#5,"Off-Market,rent",2 beds,1 bath,575 ftsq,785783, 08/25/2016 ,3000.0
2882,#7,"Off-Market,rent",2 beds,1 bath,550 ftsq,785783, 09/02/2018 ,2850.0
2883,#8,"Off-Market,rent",2 beds,1 bath,575 ftsq,785783, 08/20/2018 ,2950.0
2884,#10,"Off-Market,rent",2 beds,1 bath,500 ftsq,785783, 09/17/2018 ,2800.0
2885,#11,"Off-Market,rent",2 beds,1 bath,,785783, 11/20/2017 ,2500.0
2886,#13,"Off-Market,rent",2 beds,1 bath,,785783, 07/23/2017 ,2900.0
2887,#17,"Off-Market,rent",1 bed,1 bath,575 ftsq,785783, 10/21/2014 ,2575.0
2888,#2B,"Off-Market,sale",1 bed,1 bath,,785097, 11/05/2017 ,875000.0
2889,#2D,"Off-Market,rent",1 bed,1 bath,,785097, 09/21/2018 ,3450.0
2890,#2DD,"Off-Market,rent",1 bed,1 bath,,785097, 03/09/2016 ,3400.0
2891,#3D,"Off-Market,rent",1 bed,1 bath,,785097, 11/01/2018 ,3450.0
2892,#4AB,"Off-Market,rent",3 beds,1.5 baths,,785097, 03/26/2018 ,5250.0
2893,#PHB,"Off-Market,sale",2 beds,1 bath,900 ftsq,785097, 10/28/2014 ,750000.0
2894,#THOUSE,"Off-Market,sale",4 beds,3.5 baths,,73661, 09/15/2014 ,16500.0
2895,#1G,"Off-Market,rent",1 bed,1 bath,650 ftsq,71080, 12/21/2011 ,2000.0
2896,#3,"Off-Market,rent",1 bed,1 bath,,71080, 10/31/2017 ,3500.0
2897,#4,"Off-Market,rent",2 beds,1 bath,"1,350 ftsq",71080, 12/18/2013 ,3800.0
2898,#GARDEN,"Off-Market,rent",1 bed,1 bath,,71080, 10/18/2018 ,2800.0
2899,#DUPLEX,"Off-Market,rent",1 bed,1 bath,,71080, 06/23/2008 ,4395.0
2900,#1,"Off-Market,rent",studio,1 bath,,776583, 06/12/2011 ,2350.0
2901,#1BR,"Off-Market,rent",1 bed,1 bath,852 ftsq,776583, 04/21/2014 ,3500.0
2902,#2,"Off-Market,rent",2 beds,2 baths,,776583, 04/21/2013 ,5145.0
2903,#2BD,"Off-Market,rent",2 beds,2 baths,,776583, 10/07/2013 ,4600.0
2904,#2BR,"Off-Market,rent",2 beds,2 baths,"1,180 ftsq",776583, 04/21/2014 ,4900.0
2905,#8,"Off-Market,rent",studio,1 bath,,776583, 09/09/2011 ,2650.0
2906,#10,"Off-Market,rent",1 bed,1 bath,,776583, 09/26/2013 ,3395.0
2907,#11,"Off-Market,rent",1 bed,1 bath,,776583, 06/04/2012 ,3595.0
2908,#12,"Off-Market,rent",1 bed,1 bath,,776583, 02/12/2014 ,4575.0
2909,#K,"Off-Market,rent",2 beds,2 baths,,776583, 05/17/2011 ,4500.0
2910,#14,"Off-Market,rent",1 bed,1 bath,900 ftsq,776583, 10/07/2013 ,3495.0
2911,#14J,"Off-Market,rent",2 beds,1 bath,,776583, 05/24/2011 ,3830.0
2912,#17,"Off-Market,rent",1 bed,1 bath,,776583, 03/10/2012 ,3000.0
2913,#18,"Off-Market,rent",2 beds,2 baths,"1,250 ftsq",776583, 06/07/2013 ,4800.0
2914,#19C,"Off-Market,rent",1 bed,1 bath,,776583, 07/30/2013 ,2995.0
2915,#S,"Off-Market,rent",studio,1 bath,,776583, 02/12/2010 ,2070.0
2916,#23,"Off-Market,rent",studio,1 bath,,776583, 06/07/2013 ,2700.0
2917,#24,"Off-Market,rent",2 beds,1 bath,,776583, 09/21/2013 ,3850.0
2918,#25,"Off-Market,rent",2 beds,1 bath,800 ftsq,776583, 09/16/2013 ,3500.0
2919,#26G,"Off-Market,rent",2 beds,2 baths,,776583, 04/01/2014 ,5650.0
2920,#31C,"Off-Market,rent",1 bed,1 bath,650 ftsq,776583, 07/27/2013 ,2995.0
2921,#32C,"Off-Market,rent",1 bed,1 bath,817 ftsq,776583, 07/30/2013 ,3495.0
2922,#35,"Off-Market,rent",1 bed,1 bath,640 ftsq,776583, 10/15/2013 ,2870.0
2923,#VAR,"Off-Market,rent",studio,1 bath,,776583, 12/28/2012 ,3750.0
2924,#XX,"Off-Market,rent",1 bed,1 bath,800 ftsq,776583, 03/29/2011 ,3447.0
2925,#STU,"Off-Market,rent",studio,1 bath,,776583, 02/12/2014 ,2670.0
2926,#201,"Off-Market,rent",studio,1 bath,551 ftsq,776583, 06/01/2017 ,3374.0
2927,#202,"Off-Market,rent",studio,1 bath,453 ftsq,776583, 06/20/2017 ,2752.0
2928,#203,"Off-Market,rent",studio,1 bath,495 ftsq,776583, 11/11/2016 ,2784.0
2929,#204,"Off-Market,rent",studio,1 bath,805 ftsq,776583, 12/04/2017 ,3614.0
2930,#206,"Off-Market,rent",1 bed,1 bath,674 ftsq,776583, 06/07/2017 ,3900.0
2931,#207,"Off-Market,rent",2 beds,2 baths,"1,079 ftsq",776583, 09/10/2018 ,6084.0
2932,#208,"Off-Market,rent",studio,1 bath,591 ftsq,776583, 09/20/2018 ,3396.0
2933,#210,"Off-Market,rent",studio,1 bath,576 ftsq,776583, 02/06/2018 ,3130.0
2934,#211,"Off-Market,rent",2 beds,2 baths,"1,080 ftsq",776583, 07/07/2016 ,5854.0
2935,#212,"Off-Market,rent",1 bed,1 bath,678 ftsq,776583, 08/24/2017 ,3795.0
2936,#213,"Off-Market,rent",studio,1 bath,675 ftsq,776583, 06/17/2017 ,3870.0
2937,#214,"Off-Market,rent",studio,1 bath,685 ftsq,776583, 11/02/2017 ,3610.0
2938,#215,"Off-Market,rent",studio,1 bath,487 ftsq,776583, 08/12/2016 ,2886.0
2939,#218,"Off-Market,rent",studio,1 bath,464 ftsq,776583, 06/06/2013 ,3346.0
